Дата,Склад,Контрагент,Номенклатура,Количество
2018-01-31,2,address_62,product_0,4
2018-01-31,2,address_62,product_1,4
2018-01-31,2,address_62,product_2,4
2018-01-31,2,address_63,product_0,4
2018-01-31,2,address_63,product_1,4
2018-01-31,2,address_63,product_2,4
2018-01-31,2,address_63,product_3,3
2018-01-31,2,address_63,product_4,2
2018-01-31,2,address_63,product_5,2
2018-01-31,2,address_63,product_6,0
2018-01-31,2,address_64,product_0,4
2018-01-31,2,address_64,product_1,4
2018-01-31,2,address_64,product_2,4
2018-01-31,2,address_64,product_3,3
2018-01-31,2,address_64,product_4,2
2018-01-31,2,address_64,product_5,2
2018-01-31,2,address_64,product_20,1
2018-01-31,2,address_64,product_21,2
2018-01-31,2,address_65,product_0,5
2018-01-31,2,address_65,product_1,5
2018-01-31,2,address_65,product_2,5
2018-01-31,2,address_66,product_0,3
2018-01-31,2,address_66,product_1,2
2018-01-31,2,address_66,product_2,3
2018-01-31,2,address_66,product_3,2
2018-01-31,2,address_66,product_6,5
2018-01-31,2,address_67,product_0,5
2018-01-31,2,address_67,product_1,5
2018-01-31,2,address_67,product_2,5
2018-01-31,2,address_67,product_3,3
2018-01-31,2,address_67,product_4,2
2018-01-31,2,address_67,product_5,2
2018-01-31,2,address_67,product_6,3
2018-01-31,2,address_67,product_10,0
2018-01-31,2,address_67,product_11,1
2018-01-31,2,address_67,product_13,0
2018-01-31,2,address_67,product_14,2
2018-01-31,2,address_67,product_22,5
2018-01-31,2,address_68,product_0,3
2018-01-31,2,address_68,product_1,3
2018-01-31,2,address_68,product_2,3
2018-01-31,2,address_68,product_3,3
2018-01-31,2,address_68,product_15,1
2018-01-31,2,address_69,product_0,4
2018-01-31,2,address_69,product_1,2
2018-01-31,2,address_69,product_2,2
2018-01-31,2,address_69,product_3,3
2018-01-31,2,address_69,product_4,2
2018-01-31,2,address_69,product_10,1
2018-01-31,2,address_69,product_11,1
2018-01-31,2,address_69,product_14,1
2018-01-31,2,address_69,product_22,0
2018-01-31,2,address_69,product_17,2
2018-01-31,2,address_69,product_18,1
2018-01-31,2,address_69,product_19,1
2018-01-31,2,address_70,product_0,2
2018-01-31,2,address_70,product_1,3
2018-01-31,2,address_70,product_2,2
2018-01-31,2,address_70,product_3,3
2018-01-31,2,address_70,product_5,2
2018-01-31,2,address_70,product_6,5
2018-01-31,2,address_70,product_22,4
2018-01-31,2,address_70,product_18,0
2018-01-31,2,address_71,product_0,1
2018-01-31,2,address_71,product_1,2
2018-01-31,2,address_71,product_2,3
2018-01-31,2,address_71,product_3,3
2018-01-31,2,address_71,product_4,2
2018-01-31,2,address_72,product_0,5
2018-01-31,2,address_72,product_1,5
2018-01-31,2,address_72,product_2,5
2018-01-31,2,address_72,product_3,5
2018-01-31,2,address_72,product_10,0
2018-01-31,2,address_72,product_13,5
2018-01-31,2,address_72,product_17,0
2018-01-31,2,address_72,product_18,0
2018-01-31,2,address_72,product_19,0
2018-01-31,2,address_73,product_0,3
2018-01-31,2,address_73,product_1,3
2018-01-31,2,address_73,product_2,3
2018-01-31,2,address_73,product_3,2
2018-01-31,2,address_73,product_4,1
2018-01-31,2,address_73,product_5,1
2018-01-31,2,address_73,product_6,3
2018-01-31,2,address_74,product_0,4
2018-01-31,2,address_74,product_1,3
2018-01-31,2,address_74,product_2,4
2018-01-31,2,address_74,product_3,2
2018-01-31,2,address_74,product_4,3
2018-01-31,2,address_74,product_5,3
2018-01-31,2,address_74,product_6,11
2018-01-31,2,address_74,product_12,2
2018-01-31,2,address_74,product_13,2
2018-01-31,2,address_74,product_22,8
2018-01-31,2,address_74,product_15,3
2018-01-31,2,address_75,product_10,1
2018-01-31,2,address_75,product_11,1
2018-01-31,2,address_75,product_12,0
2018-01-31,2,address_75,product_13,5
2018-01-31,2,address_75,product_14,2
2018-01-31,2,address_75,product_22,6
2018-01-31,2,address_75,product_20,0
2018-01-31,2,address_75,product_21,0
2018-01-31,2,address_76,product_0,2
2018-01-31,2,address_76,product_1,4
2018-01-31,2,address_76,product_2,4
2018-01-31,2,address_76,product_3,3
2018-01-31,2,address_76,product_4,2
2018-01-31,2,address_76,product_5,2
2018-01-31,2,address_76,product_6,2
2018-01-31,2,address_78,product_0,3
2018-01-31,2,address_78,product_1,3
2018-01-31,2,address_78,product_2,3
2018-01-31,2,address_78,product_3,3
2018-01-31,2,address_78,product_14,2
2018-01-31,3,address_186,product_0,3
2018-01-31,3,address_186,product_1,4
2018-01-31,3,address_186,product_2,4
2018-01-31,3,address_186,product_4,1
2018-01-31,3,address_186,product_5,1
2018-01-31,3,address_186,product_22,6
2018-01-31,3,address_186,product_17,3
2018-01-31,3,address_186,product_18,3
2018-01-31,3,address_186,product_19,2
2018-01-31,3,address_79,product_0,5
2018-01-31,3,address_79,product_1,10
2018-01-31,3,address_79,product_2,6
2018-01-31,3,address_79,product_3,1
2018-01-31,3,address_79,product_4,1
2018-01-31,3,address_79,product_5,1
2018-01-31,3,address_79,product_6,5
2018-01-31,3,address_79,product_12,2
2018-01-31,3,address_79,product_13,3
2018-01-31,3,address_79,product_22,2
2018-01-31,3,address_79,product_15,2
2018-01-31,3,address_80,product_0,3
2018-01-31,3,address_80,product_1,5
2018-01-31,3,address_80,product_2,6
2018-01-31,3,address_80,product_3,1
2018-01-31,3,address_81,product_0,1
2018-01-31,3,address_81,product_1,2
2018-01-31,3,address_81,product_2,2
2018-01-31,3,address_81,product_3,1
2018-01-31,3,address_81,product_4,1
2018-01-31,3,address_81,product_5,1
2018-01-31,3,address_82,product_0,1
2018-01-31,3,address_82,product_1,2
2018-01-31,3,address_82,product_2,2
2018-01-31,3,address_82,product_3,2
2018-01-31,3,address_82,product_22,3
2018-01-31,3,address_82,product_19,1
2018-01-31,3,address_83,product_0,3
2018-01-31,3,address_83,product_1,5
2018-01-31,3,address_83,product_2,5
2018-01-31,3,address_83,product_3,1
2018-01-31,3,address_83,product_4,1
2018-01-31,3,address_83,product_5,1
2018-01-31,3,address_83,product_6,5
2018-01-31,3,address_83,product_8,1
2018-01-31,3,address_83,product_10,1
2018-01-31,3,address_83,product_11,1
2018-01-31,3,address_83,product_22,2
2018-01-31,3,address_83,product_15,2
2018-01-31,3,address_84,product_0,2
2018-01-31,3,address_84,product_1,2
2018-01-31,3,address_84,product_2,2
2018-01-31,3,address_84,product_3,2
2018-01-31,3,address_179,product_0,2
2018-01-31,3,address_179,product_1,2
2018-01-31,3,address_179,product_2,2
2018-01-31,3,address_179,product_3,1
2018-01-31,3,address_180,product_0,3
2018-01-31,3,address_180,product_1,6
2018-01-31,3,address_180,product_2,5
2018-01-31,3,address_180,product_3,2
2018-01-31,3,address_180,product_4,2
2018-01-31,3,address_180,product_5,2
2018-01-31,3,address_180,product_6,5
2018-01-31,3,address_180,product_7,1
2018-01-31,3,address_180,product_8,1
2018-01-31,3,address_180,product_23,1
2018-01-31,3,address_180,product_22,2
2018-01-31,3,address_180,product_15,2
2018-01-31,3,address_180,product_17,1
2018-01-31,3,address_180,product_18,1
2018-01-31,3,address_180,product_19,1
2018-01-31,3,address_85,product_0,7
2018-01-31,3,address_85,product_1,9
2018-01-31,3,address_85,product_2,9
2018-01-31,3,address_85,product_4,1
2018-01-31,3,address_85,product_5,1
2018-01-31,3,address_85,product_6,5
2018-01-31,3,address_85,product_12,3
2018-01-31,3,address_85,product_22,3
2018-01-31,3,address_85,product_15,2
2018-01-31,3,address_85,product_20,2
2018-01-31,3,address_85,product_21,2
2018-01-31,3,address_86,product_0,2
2018-01-31,3,address_86,product_1,2
2018-01-31,3,address_86,product_2,2
2018-01-31,3,address_86,product_3,2
2018-01-31,3,address_86,product_4,1
2018-01-31,3,address_86,product_5,1
2018-01-31,3,address_87,product_1,3
2018-01-31,3,address_87,product_2,3
2018-01-31,3,address_87,product_6,7
2018-01-31,3,address_88,product_0,2
2018-01-31,3,address_88,product_1,3
2018-01-31,3,address_88,product_2,3
2018-01-31,3,address_88,product_3,2
2018-01-31,3,address_88,product_4,2
2018-01-31,3,address_88,product_5,2
2018-01-31,3,address_88,product_6,5
2018-01-31,3,address_88,product_7,1
2018-01-31,3,address_88,product_8,1
2018-01-31,3,address_88,product_10,2
2018-01-31,3,address_88,product_11,2
2018-01-31,3,address_88,product_14,1
2018-01-31,3,address_88,product_22,2
2018-01-31,3,address_88,product_17,1
2018-01-31,3,address_88,product_18,1
2018-01-31,3,address_88,product_19,1
2018-01-31,3,address_89,product_0,2
2018-01-31,3,address_89,product_1,6
2018-01-31,3,address_89,product_2,4
2018-01-31,3,address_89,product_3,2
2018-01-31,3,address_89,product_4,1
2018-01-31,3,address_89,product_5,1
2018-01-31,3,address_90,product_0,3
2018-01-31,3,address_90,product_1,4
2018-01-31,3,address_90,product_2,4
2018-01-31,3,address_90,product_3,2
2018-01-31,3,address_90,product_4,1
2018-01-31,3,address_90,product_5,1
2018-01-31,3,address_181,product_0,2
2018-01-31,3,address_181,product_1,2
2018-01-31,3,address_181,product_2,2
2018-01-31,3,address_181,product_3,1
2018-01-31,3,address_190,product_0,3
2018-01-31,3,address_190,product_2,3
2018-01-31,3,address_190,product_4,2
2018-01-31,3,address_190,product_5,2
2018-01-31,3,address_190,product_6,20
2018-01-31,3,address_190,product_10,7
2018-01-31,3,address_190,product_14,2
2018-01-31,3,address_91,product_0,1
2018-01-31,3,address_91,product_1,4
2018-01-31,3,address_91,product_2,1
2018-01-31,3,address_91,product_3,1
2018-01-31,3,address_91,product_4,2
2018-01-31,3,address_91,product_5,2
2018-01-31,3,address_91,product_6,5
2018-01-31,3,address_91,product_22,4
2018-01-31,3,address_92,product_0,3
2018-01-31,3,address_92,product_1,3
2018-01-31,3,address_92,product_2,3
2018-01-31,3,address_92,product_3,3
2018-01-31,3,address_92,product_4,1
2018-01-31,3,address_92,product_5,1
2018-01-31,3,address_92,product_12,2
2018-01-31,3,address_92,product_13,2
2018-01-31,3,address_92,product_17,1
2018-01-31,3,address_92,product_18,1
2018-01-31,3,address_92,product_19,1
2018-01-31,3,address_182,product_0,2
2018-01-31,3,address_182,product_1,4
2018-01-31,3,address_182,product_2,5
2018-01-31,3,address_182,product_3,1
2018-01-31,3,address_182,product_4,1
2018-01-31,3,address_182,product_5,1
2018-01-31,3,address_93,product_0,2
2018-01-31,3,address_93,product_1,2
2018-01-31,3,address_93,product_2,2
2018-01-31,3,address_93,product_3,1
2018-01-31,3,address_93,product_4,1
2018-01-31,3,address_93,product_5,1
2018-01-31,3,address_95,product_0,3
2018-01-31,3,address_95,product_1,3
2018-01-31,3,address_95,product_2,3
2018-01-31,3,address_95,product_3,2
2018-01-31,3,address_95,product_4,1
2018-01-31,3,address_95,product_5,1
2018-01-31,3,address_96,product_0,3
2018-01-31,3,address_96,product_1,3
2018-01-31,3,address_96,product_2,3
2018-01-31,3,address_96,product_3,1
2018-01-31,3,address_96,product_4,1
2018-01-31,3,address_96,product_5,1
2018-01-31,3,address_96,product_6,5
2018-01-31,3,address_96,product_23,1
2018-01-31,3,address_96,product_10,1
2018-01-31,3,address_96,product_11,1
2018-01-31,3,address_96,product_12,2
2018-01-31,3,address_96,product_13,4
2018-01-31,3,address_96,product_22,4
2018-01-31,3,address_96,product_17,1
2018-01-31,3,address_96,product_18,1
2018-01-31,3,address_96,product_19,1
2018-01-31,3,address_183,product_0,3
2018-01-31,3,address_183,product_1,4
2018-01-31,3,address_183,product_2,3
2018-01-31,3,address_183,product_3,2
2018-01-31,3,address_97,product_0,2
2018-01-31,3,address_97,product_1,3
2018-01-31,3,address_97,product_2,3
2018-01-31,3,address_97,product_3,2
2018-01-31,3,address_97,product_4,1
2018-01-31,3,address_97,product_5,1
2018-01-31,3,address_97,product_10,1
2018-01-31,3,address_97,product_11,1
2018-01-31,3,address_97,product_22,3
2018-01-31,3,address_97,product_17,1
2018-01-31,3,address_97,product_18,1
2018-01-31,3,address_97,product_19,1
2018-01-31,3,address_98,product_0,2
2018-01-31,3,address_98,product_1,2
2018-01-31,3,address_98,product_2,2
2018-01-31,3,address_98,product_3,1
2018-01-31,3,address_98,product_4,1
2018-01-31,3,address_98,product_5,1
2018-01-31,3,address_99,product_0,2
2018-01-31,3,address_99,product_1,2
2018-01-31,3,address_99,product_2,2
2018-01-31,3,address_99,product_3,2
2018-01-31,3,address_100,product_0,2
2018-01-31,3,address_100,product_1,2
2018-01-31,3,address_100,product_2,2
2018-01-31,3,address_100,product_3,1
2018-01-31,3,address_100,product_4,1
2018-01-31,3,address_100,product_5,1
2018-01-31,3,address_101,product_0,3
2018-01-31,3,address_101,product_1,3
2018-01-31,3,address_101,product_2,3
2018-01-31,3,address_101,product_3,2
2018-01-31,3,address_101,product_4,1
2018-01-31,3,address_101,product_5,1
2018-01-31,3,address_101,product_7,2
2018-01-31,3,address_101,product_8,1
2018-01-31,3,address_101,product_15,1
2018-01-31,3,address_102,product_0,2
2018-01-31,3,address_102,product_1,2
2018-01-31,3,address_102,product_2,2
2018-01-31,3,address_102,product_3,2
2018-01-31,3,address_102,product_6,5
2018-01-31,3,address_102,product_23,2
2018-01-31,3,address_102,product_10,1
2018-01-31,3,address_102,product_11,1
2018-01-31,3,address_102,product_22,2
2018-01-31,3,address_102,product_15,2
2018-01-31,3,address_102,product_18,1
2018-01-31,3,address_102,product_19,1
2018-01-31,3,address_103,product_0,3
2018-01-31,3,address_103,product_1,3
2018-01-31,3,address_103,product_2,3
2018-01-31,3,address_103,product_3,2
2018-01-31,3,address_103,product_4,1
2018-01-31,3,address_103,product_5,1
2018-01-31,3,address_103,product_6,5
2018-01-31,3,address_103,product_7,1
2018-01-31,3,address_103,product_8,1
2018-01-31,3,address_103,product_22,3
2018-01-31,3,address_103,product_17,1
2018-01-31,3,address_103,product_18,1
2018-01-31,3,address_103,product_19,1
2018-01-31,3,address_104,product_0,2
2018-01-31,3,address_104,product_1,3
2018-01-31,3,address_104,product_2,3
2018-01-31,3,address_104,product_3,2
2018-01-31,3,address_105,product_0,4
2018-01-31,3,address_105,product_1,5
2018-01-31,3,address_105,product_2,5
2018-01-31,3,address_105,product_3,2
2018-01-31,3,address_105,product_6,5
2018-01-31,3,address_105,product_23,2
2018-01-31,3,address_105,product_22,4
2018-01-31,3,address_105,product_16,2
2018-01-31,3,address_105,product_17,2
2018-01-31,3,address_105,product_18,2
2018-01-31,3,address_105,product_19,2
2018-01-31,3,address_106,product_1,5
2018-01-31,3,address_106,product_2,4
2018-01-31,3,address_106,product_3,3
2018-01-31,3,address_106,product_6,3
2018-01-31,3,address_106,product_23,2
2018-01-31,3,address_106,product_10,2
2018-01-31,3,address_106,product_11,2
2018-01-31,3,address_106,product_12,3
2018-01-31,3,address_106,product_13,3
2018-01-31,3,address_106,product_14,2
2018-01-31,3,address_106,product_22,2
2018-01-31,3,address_106,product_15,2
2018-01-31,3,address_106,product_17,2
2018-01-31,3,address_106,product_18,2
2018-01-31,3,address_106,product_19,2
2018-01-31,3,address_106,product_20,2
2018-01-31,3,address_106,product_21,2
2018-01-31,3,address_107,product_0,3
2018-01-31,3,address_107,product_1,3
2018-01-31,3,address_107,product_2,3
2018-01-31,3,address_107,product_3,2
2018-01-31,3,address_107,product_13,2
2018-01-31,3,address_107,product_22,2
2018-01-31,3,address_107,product_17,1
2018-01-31,3,address_108,product_0,3
2018-01-31,3,address_108,product_1,3
2018-01-31,3,address_108,product_2,3
2018-01-31,3,address_108,product_3,2
2018-01-31,3,address_108,product_4,2
2018-01-31,3,address_108,product_5,2
2018-01-31,3,address_108,product_6,5
2018-01-31,3,address_108,product_23,2
2018-01-31,3,address_108,product_11,2
2018-01-31,3,address_108,product_12,3
2018-01-31,3,address_108,product_13,3
2018-01-31,3,address_108,product_22,2
2018-01-31,3,address_108,product_15,2
2018-01-31,3,address_108,product_17,1
2018-01-31,3,address_108,product_18,1
2018-01-31,3,address_108,product_19,1
2018-01-31,3,address_108,product_20,1
2018-01-31,3,address_108,product_21,1
2018-01-31,3,address_109,product_0,2
2018-01-31,3,address_109,product_1,2
2018-01-31,3,address_109,product_2,2
2018-01-31,3,address_109,product_3,1
2018-01-31,3,address_109,product_4,1
2018-01-31,3,address_109,product_5,1
2018-01-31,3,address_110,product_0,3
2018-01-31,3,address_110,product_1,4
2018-01-31,3,address_110,product_2,4
2018-01-31,3,address_110,product_3,1
2018-01-31,3,address_110,product_6,5
2018-01-31,3,address_110,product_13,3
2018-01-31,3,address_110,product_22,4
2018-01-31,3,address_111,product_0,3
2018-01-31,3,address_111,product_1,4
2018-01-31,3,address_111,product_2,2
2018-01-31,3,address_111,product_3,2
2018-01-31,3,address_112,product_0,3
2018-01-31,3,address_112,product_1,3
2018-01-31,3,address_112,product_2,3
2018-01-31,3,address_112,product_3,2
2018-01-31,3,address_112,product_4,1
2018-01-31,3,address_112,product_5,1
2018-01-31,4,address_113,product_0,3
2018-01-31,4,address_113,product_1,4
2018-01-31,4,address_113,product_2,4
2018-01-31,4,address_113,product_3,3
2018-01-31,4,address_113,product_4,2
2018-01-31,4,address_113,product_5,2
2018-01-31,4,address_113,product_7,1
2018-01-31,4,address_113,product_8,1
2018-01-31,4,address_113,product_10,1
2018-01-31,4,address_113,product_11,1
2018-01-31,4,address_113,product_13,3
2018-01-31,4,address_113,product_22,2
2018-01-31,4,address_113,product_15,1
2018-01-31,4,address_113,product_17,2
2018-01-31,4,address_114,product_0,5
2018-01-31,4,address_114,product_1,3
2018-01-31,4,address_114,product_2,5
2018-01-31,4,address_114,product_3,4
2018-01-31,4,address_114,product_5,2
2018-01-31,4,address_114,product_6,3
2018-01-31,4,address_114,product_15,2
2018-01-31,4,address_114,product_17,0
2018-01-31,4,address_114,product_18,2
2018-01-31,4,address_116,product_0,5
2018-01-31,4,address_116,product_1,3
2018-01-31,4,address_116,product_2,5
2018-01-31,4,address_116,product_3,3
2018-01-31,4,address_116,product_4,1
2018-01-31,4,address_116,product_6,5
2018-01-31,4,address_116,product_7,1
2018-01-31,4,address_116,product_8,1
2018-01-31,4,address_116,product_10,0
2018-01-31,4,address_116,product_12,2
2018-01-31,4,address_116,product_13,0
2018-01-31,4,address_116,product_22,2
2018-01-31,4,address_116,product_15,1
2018-01-31,4,address_116,product_16,1
2018-01-31,4,address_116,product_17,1
2018-01-31,4,address_116,product_18,0
2018-01-31,4,address_116,product_19,0
2018-01-31,4,address_117,product_0,3
2018-01-31,4,address_117,product_1,8
2018-01-31,4,address_117,product_2,8
2018-01-31,4,address_117,product_3,3
2018-01-31,4,address_117,product_4,2
2018-01-31,4,address_117,product_5,2
2018-01-31,4,address_117,product_6,2
2018-01-31,4,address_117,product_7,1
2018-01-31,4,address_117,product_8,1
2018-01-31,4,address_117,product_23,1
2018-01-31,4,address_117,product_10,2
2018-01-31,4,address_117,product_11,1
2018-01-31,4,address_117,product_16,1
2018-01-31,4,address_117,product_19,1
2018-01-31,4,address_118,product_0,2
2018-01-31,4,address_118,product_1,2
2018-01-31,4,address_118,product_2,2
2018-01-31,4,address_118,product_3,2
2018-01-31,4,address_119,product_0,1
2018-01-31,4,address_119,product_1,1
2018-01-31,4,address_119,product_2,2
2018-01-31,4,address_119,product_6,3
2018-01-31,4,address_119,product_10,1
2018-01-31,4,address_119,product_22,2
2018-01-31,4,address_119,product_15,1
2018-01-31,4,address_119,product_17,2
2018-01-31,4,address_119,product_18,1
2018-01-31,4,address_119,product_19,1
2018-01-31,4,address_119,product_20,1
2018-01-31,4,address_119,product_21,1
2018-01-31,4,address_120,product_0,5
2018-01-31,4,address_120,product_1,5
2018-01-31,4,address_120,product_2,5
2018-01-31,4,address_120,product_3,5
2018-01-31,4,address_120,product_5,1
2018-01-31,4,address_120,product_6,4
2018-01-31,4,address_120,product_22,3
2018-01-31,4,address_120,product_15,1
2018-01-31,4,address_121,product_0,5
2018-01-31,4,address_121,product_1,7
2018-01-31,4,address_121,product_2,7
2018-01-31,4,address_121,product_3,3
2018-01-31,4,address_121,product_4,2
2018-01-31,4,address_121,product_5,2
2018-01-31,4,address_121,product_8,1
2018-01-31,4,address_121,product_23,0
2018-01-31,4,address_121,product_10,1
2018-01-31,4,address_121,product_22,2
2018-01-31,4,address_121,product_15,1
2018-01-31,4,address_121,product_16,1
2018-01-31,4,address_121,product_17,1
2018-01-31,4,address_121,product_18,0
2018-01-31,4,address_121,product_19,1
2018-01-31,4,address_121,product_20,1
2018-01-31,4,address_121,product_21,1
2018-01-31,4,address_122,product_0,1
2018-01-31,4,address_122,product_1,1
2018-01-31,4,address_122,product_2,1
2018-01-31,4,address_122,product_3,1
2018-01-31,4,address_123,product_1,3
2018-01-31,4,address_123,product_2,6
2018-01-31,4,address_123,product_5,3
2018-01-31,4,address_123,product_6,10
2018-01-31,4,address_123,product_7,1
2018-01-31,4,address_123,product_23,2
2018-01-31,4,address_123,product_10,2
2018-01-31,4,address_123,product_14,1
2018-01-31,4,address_123,product_22,3
2018-01-31,4,address_123,product_15,3
2018-01-31,4,address_123,product_17,2
2018-01-31,4,address_123,product_18,3
2018-01-31,4,address_123,product_21,1
2018-01-31,4,address_124,product_4,2
2018-01-31,4,address_126,product_0,2
2018-01-31,4,address_126,product_1,2
2018-01-31,4,address_126,product_2,2
2018-01-31,4,address_126,product_3,1
2018-01-31,4,address_126,product_4,1
2018-01-31,4,address_126,product_6,5
2018-01-31,4,address_126,product_7,1
2018-01-31,4,address_126,product_8,1
2018-01-31,4,address_126,product_23,1
2018-01-31,4,address_126,product_10,2
2018-01-31,4,address_126,product_13,3
2018-01-31,4,address_126,product_14,2
2018-01-31,4,address_126,product_22,3
2018-01-31,4,address_126,product_17,2
2018-01-31,4,address_126,product_20,1
2018-01-31,4,address_127,product_0,2
2018-01-31,4,address_127,product_1,7
2018-01-31,4,address_127,product_2,4
2018-01-31,4,address_127,product_3,3
2018-01-31,4,address_127,product_4,2
2018-01-31,4,address_127,product_6,5
2018-01-31,4,address_127,product_23,1
2018-01-31,4,address_127,product_11,1
2018-01-31,4,address_127,product_12,2
2018-01-31,4,address_127,product_13,3
2018-01-31,4,address_127,product_14,1
2018-01-31,4,address_127,product_15,2
2018-01-31,4,address_127,product_18,2
2018-01-31,4,address_127,product_20,1
2018-01-31,4,address_127,product_21,0
2018-01-31,4,address_128,product_0,2
2018-01-31,4,address_128,product_1,5
2018-01-31,4,address_128,product_2,3
2018-01-31,4,address_128,product_3,3
2018-01-31,4,address_128,product_4,2
2018-01-31,4,address_128,product_5,1
2018-01-31,4,address_128,product_7,1
2018-01-31,4,address_128,product_8,1
2018-01-31,4,address_128,product_10,0
2018-01-31,4,address_128,product_11,1
2018-01-31,4,address_128,product_22,2
2018-01-31,4,address_128,product_17,2
2018-01-31,4,address_128,product_20,1
2018-01-31,4,address_128,product_21,0
2018-01-31,4,address_129,product_0,2
2018-01-31,4,address_129,product_6,2
2018-01-31,4,address_129,product_11,1
2018-01-31,4,address_129,product_12,1
2018-01-31,4,address_129,product_13,1
2018-01-31,4,address_129,product_15,1
2018-01-31,4,address_129,product_18,1
2018-01-31,4,address_129,product_21,2
2018-01-31,4,address_130,product_0,2
2018-01-31,4,address_130,product_1,4
2018-01-31,4,address_130,product_2,4
2018-01-31,4,address_130,product_4,2
2018-01-31,4,address_130,product_5,2
2018-01-31,4,address_130,product_6,10
2018-01-31,4,address_130,product_7,1
2018-01-31,4,address_130,product_8,1
2018-01-31,4,address_130,product_23,1
2018-01-31,4,address_130,product_10,1
2018-01-31,4,address_130,product_12,3
2018-01-31,4,address_130,product_13,5
2018-01-31,4,address_130,product_14,1
2018-01-31,4,address_130,product_22,2
2018-01-31,4,address_130,product_15,2
2018-01-31,4,address_130,product_16,1
2018-01-31,4,address_130,product_17,3
2018-01-31,4,address_130,product_18,2
2018-01-31,4,address_130,product_19,2
2018-01-31,4,address_131,product_1,5
2018-01-31,4,address_131,product_2,7
2018-01-31,4,address_131,product_3,2
2018-01-31,4,address_131,product_4,2
2018-01-31,4,address_131,product_5,2
2018-01-31,4,address_131,product_6,10
2018-01-31,4,address_131,product_7,1
2018-01-31,4,address_131,product_8,1
2018-01-31,4,address_131,product_15,1
2018-01-31,4,address_132,product_1,3
2018-01-31,4,address_132,product_2,5
2018-01-31,4,address_132,product_3,3
2018-01-31,4,address_132,product_4,1
2018-01-31,4,address_132,product_6,3
2018-01-31,4,address_132,product_7,1
2018-01-31,4,address_132,product_8,1
2018-01-31,4,address_132,product_15,1
2018-01-31,4,address_184,product_0,4
2018-01-31,4,address_184,product_1,4
2018-01-31,4,address_184,product_2,7
2018-01-31,4,address_184,product_3,3
2018-01-31,4,address_184,product_22,1
2018-01-31,4,address_184,product_18,1
2018-01-31,4,address_134,product_0,6
2018-01-31,4,address_134,product_1,10
2018-01-31,4,address_134,product_2,10
2018-01-31,4,address_134,product_3,5
2018-01-31,4,address_134,product_4,2
2018-01-31,4,address_134,product_5,4
2018-01-31,4,address_134,product_6,7
2018-01-31,4,address_134,product_23,2
2018-01-31,4,address_134,product_10,5
2018-01-31,4,address_134,product_11,3
2018-01-31,4,address_134,product_12,2
2018-01-31,4,address_134,product_13,2
2018-01-31,4,address_134,product_14,1
2018-01-31,4,address_134,product_22,10
2018-01-31,4,address_134,product_15,1
2018-01-31,4,address_134,product_17,4
2018-01-31,4,address_134,product_18,4
2018-01-31,4,address_134,product_19,1
2018-01-31,4,address_135,product_0,7
2018-01-31,4,address_135,product_1,10
2018-01-31,4,address_135,product_2,10
2018-01-31,4,address_135,product_3,5
2018-01-31,4,address_135,product_4,3
2018-01-31,4,address_135,product_5,3
2018-01-31,4,address_135,product_6,5
2018-01-31,4,address_135,product_8,1
2018-01-31,4,address_135,product_23,1
2018-01-31,4,address_135,product_11,2
2018-01-31,4,address_135,product_14,2
2018-01-31,4,address_135,product_22,2
2018-01-31,4,address_135,product_16,1
2018-01-31,4,address_135,product_17,2
2018-01-31,4,address_135,product_18,2
2018-01-31,4,address_135,product_19,2
2018-01-31,4,address_137,product_0,3
2018-01-31,4,address_137,product_1,3
2018-01-31,4,address_137,product_2,2
2018-01-31,4,address_137,product_3,2
2018-01-31,4,address_137,product_4,1
2018-01-31,4,address_137,product_5,1
2018-01-31,4,address_139,product_1,5
2018-01-31,4,address_139,product_2,2
2018-01-31,4,address_139,product_4,2
2018-01-31,4,address_139,product_5,2
2018-01-31,4,address_140,product_0,3
2018-01-31,4,address_140,product_1,3
2018-01-31,4,address_140,product_2,3
2018-01-31,4,address_140,product_3,3
2018-01-31,4,address_140,product_4,1
2018-01-31,4,address_140,product_5,1
2018-01-31,4,address_140,product_7,1
2018-01-31,4,address_140,product_10,0
2018-01-31,4,address_140,product_14,0
2018-01-31,4,address_140,product_22,3
2018-01-31,4,address_140,product_15,2
2018-01-31,4,address_140,product_17,1
2018-01-31,4,address_140,product_19,1
2018-01-31,4,address_140,product_21,0
2018-01-31,4,address_141,product_0,2
2018-01-31,4,address_141,product_1,5
2018-01-31,4,address_141,product_2,1
2018-01-31,4,address_141,product_3,1
2018-01-31,4,address_141,product_4,2
2018-01-31,4,address_141,product_5,2
2018-01-31,4,address_141,product_6,3
2018-01-31,4,address_141,product_7,1
2018-01-31,4,address_141,product_8,1
2018-01-31,4,address_141,product_10,1
2018-01-31,4,address_141,product_14,1
2018-01-31,4,address_141,product_22,3
2018-01-31,4,address_142,product_0,1
2018-01-31,4,address_142,product_1,1
2018-01-31,4,address_142,product_2,1
2018-01-31,4,address_142,product_3,3
2018-01-31,4,address_143,product_0,2
2018-01-31,4,address_143,product_1,2
2018-01-31,4,address_143,product_2,2
2018-01-31,4,address_143,product_3,2
2018-01-31,4,address_195,product_0,2
2018-01-31,4,address_195,product_1,2
2018-01-31,4,address_195,product_2,2
2018-01-31,5,address_144,product_0,5
2018-01-31,5,address_144,product_1,5
2018-01-31,5,address_144,product_2,5
